Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
85	857.73724	422.5343	1270.7524	48.18083	716.5833	115.078766	45.590054	137.54672	-23.249254	850000	2.2351743e-09	521.894	-0.009876316	-63.634827	-0.016654357	0.015830074	0.37069997	79.0	262.9668810367584
86	845.0418	443.72952	1351.3276	150.39273	729.3333	103.46321	558.1346	142.05559	25.769102	860000	2.9802323e-09	556.43616	-0.0100040715	-87.41172	-0.024712102	0.021538317	0.3838	79.0	266.03982973098755
87	680.5115	573.74054	1304.4489	71.18844	571.1667	112.89341	330.6967	145.22543	-37.463425	870000	-1.0244549e-09	568.306	-0.0104813855	-94.56514	-0.031095866	0.020979349	0.38590002	79.0	269.1048402786255
88	735.5635	455.01813	1309.5228	37.84868	672.8	90.59344	610.15436	135.18443	-14.024003	880000	-3.7252904e-10	417.9563	-0.009504001	-77.0538	-0.03755871	0.023405535	0.3788	79.0	272.17188024520874
89	357.42227	317.33624	882.4013	52.33947	326.2353	97.81751	612.86017	150.08446	-23.61227	890000	1.4901161e-09	916.799	-0.009860505	-192.81863	-0.04591909	0.011379276	0.3861	79.0	275.2367057800293
90	917.90076	393.9932	1315.2764	230.90836	752.4	101.76627	245.31137	144.1607	-18.61786	900000	9.126961e-09	697.03485	-0.020437285	-234.57455	-0.049954355	0.03698094	0.45369998	79.0	278.3007843494415
91	885.418	400.20633	1331.4102	437.57187	761.0909	108.31765	587.821	145.40686	22.070858	910000	-6.7055224e-09	372.32797	-0.013947567	-64.36149	-0.061585	0.030665204	0.4125	79.0	281.36442732810974
92	743.42786	461.71057	1384.1771	118.53207	605.38464	109.32709	495.57797	149.09055	9.797717	920000	1.4901161e-09	658.15356	-0.010362991	-74.48476	-0.06704184	0.015391251	0.387	79.0	284.43544697761536
93	899.2596	413.34015	1313.3636	90.83622	785.6	105.75883	597.1117	145.2927	15.367773	930000	5.122274e-09	420.77997	-0.03070349	-48.94953	-0.07605266	0.036232047	0.49120003	79.0	287.49903774261475
94	759.3056	486.15204	1368.7594	56.041862	659.9091	103.03368	589.68976	153.28748	28.852411	940000	2.2351743e-09	553.567	-0.008455576	-71.10448	-0.08906025	0.015270057	0.34910002	79.0	290.5648057460785
95	1046.7289	383.8071	1453.5392	467.5553	816.6	114.19457	361.89456	153.79079	17.42837	950000	-1.8626451e-09	508.5843	-0.010716222	-135.38904	-0.09575125	0.0259648	0.3675	79.0	293.6381301879883
96	990.63116	551.599	1447.7883	220.19038	762.5	125.02275	389.31964	172.12393	45.261497	960000	2.9802323e-09	576.4442	-0.008747198	-90.08266	-0.10239647	0.017849574	0.3483	79.0	296.70379877090454
97	629.0035	361.96066	1126.5461	109.973045	627.6667	99.03687	669.39996	155.53448	-51.04512	970000	1.8626451e-09	511.6209	-0.017826265	-155.09634	-0.10841818	0.018456817	0.43050003	79.0	299.790607213974
98	1094.4872	367.72433	1517.5453	252.80872	887.7	105.70113	485.62207	145.68979	35.117714	980000	1.6763806e-09	562.6489	-0.008453937	-230.04427	-0.12198554	0.024946272	0.3661	79.0	302.8566312789917
99	654.1743	501.10767	1425.5593	39.735245	513.3125	120.9263	565.9036	156.56784	-13.6322975	990000	3.7252904e-10	873.9793	-0.00899584	-176.76436	-0.13038854	0.0066772155	0.3672	79.0	305.9899444580078
100	630.4977	379.48022	1406.2621	46.348164	558.53845	105.22149	754.46875	147.99051	-27.387688	1000000	4.0978194e-09	670.5635	-0.016724112	-85.337395	-0.13818146	0.02415603	0.4399	79.0	309.0706913471222
101	891.54626	518.9208	1474.9442	52.680645	652.63635	119.67381	393.36932	155.90996	-69.09684	1010000	0.0	716.2127	-0.0107404515	-112.30028	-0.14814782	0.019298613	0.3783	79.0	312.13750100135803
102	839.92084	620.694	1549.499	79.32683	618.8333	115.113235	602.73285	165.41359	-17.441856	1020000	2.6077032e-09	643.0375	-0.0079480205	-68.71193	-0.15669411	0.014018787	0.3672	79.0	315.214408159256
103	1050.3765	372.9128	1477.9679	232.94734	883.63635	111.12257	722.80725	158.07182	-69.54273	1030000	7.4505807e-10	336.15106	-0.01614007	-43.645752	-0.16450031	0.032949373	0.4472	79.0	318.27417182922363
104	834.78986	466.08917	1464.7502	153.41219	698.9167	118.51533	695.64606	157.51729	-39.953144	1040000	2.2351743e-09	619.13293	-0.012876166	-87.0839	-0.17339191	0.019621495	0.41329998	79.0	321.35159277915955
105	885.10547	439.28906	1469.6954	43.105743	639.8	119.4728	533.11127	153.64366	-32.723557	1050000	3.3527612e-09	755.96436	-0.01251589	-133.50674	-0.18152826	0.02536363	0.412	79.0	324.41565132141113
106	906.98376	311.3053	1497.8441	368.01068	842.5	107.3047	828.1977	155.16103	-18.049215	1060000	-1.8626452e-10	474.5328	-0.013570244	-76.93742	-0.19006485	0.016245369	0.4224	79.0	327.50377893447876
107	1326.059	247.20679	1599.5227	938.36127	931.7	125.26515	422.3374	157.47311	16.806252	1070000	7.4505807e-10	594.16425	-0.0125037525	-222.9049	-0.1988388	0.030234417	0.41270003	79.0	330.5691556930542
108	792.6711	421.41452	1258.545	41.30821	694.0909	115.63994	817.1753	166.18622	4.058491	1080000	1.4901161e-09	562.1641	-0.012962682	-104.32979	-0.20616917	0.010435194	0.4189	79.0	333.6480870246887
109	777.0871	568.26434	1555.3516	3.7699962	600.4286	120.01331	571.4349	156.61401	6.726198	1090000	-3.5390257e-09	757.24524	-0.012219145	-99.66185	-0.21599297	0.021324947	0.4241	79.0	336.7295718193054
110	878.5285	552.93823	1551.6206	85.6942	584.5833	134.70552	130.43835	165.10379	22.143536	1100000	0.0	825.07733	-0.011550808	-101.81514	-0.2271655	0.01636965	0.40200004	79.0	339.798308134079
111	1005.79865	527.9824	1594.049	25.79285	748.3	123.000786	751.013	164.09102	11.747505	1110000	-3.7252904e-10	627.49133	-0.0152024375	-93.08708	-0.23754051	0.02635127	0.44490004	79.0	343.06131315231323
112	902.2178	484.3352	1573.6572	141.48409	700.4	121.924515	879.31256	170.82617	-36.740654	1120000	1.1175871e-09	575.5828	-0.011082274	-74.98922	-0.24651103	0.019895611	0.41529998	79.0	346.1387975215912
113	840.6169	557.48145	1597.5328	78.36219	664.25	123.994865	785.3925	170.24243	15.429806	1130000	-3.1664968e-09	687.6167	-0.01123352	-114.58474	-0.25581363	0.019577669	0.40879998	79.0	349.20902252197266
114	999.4167	504.2014	1632.696	31.876997	761.2	117.718	589.6413	165.37619	-48.900078	1140000	-2.6077032e-09	483.50742	-0.012211154	-74.92595	-0.2630174	0.025156122	0.42650002	79.0	352.272011756897
115	1054.2227	436.42056	1589.2471	320.61893	793.0	124.27234	714.6465	167.74222	56.522186	1150000	-1.8626452e-10	473.4083	-0.011518936	-75.90685	-0.27232084	0.025346886	0.42729998	79.0	355.3417098522186
116	1015.331	610.6441	1725.7119	152.25713	752.9091	125.732574	872.0102	173.54193	-88.17801	1160000	-1.6298145e-09	632.7659	-0.007995387	-87.89715	-0.28251627	0.010976045	0.38210002	79.0	358.4122176170349
117	737.6913	382.85355	1510.8176	27.230417	539.6923	126.385864	675.6904	179.4565	-62.79879	1170000	5.5879354e-09	860.25964	-0.01809282	-129.91325	-0.2923839	0.013375968	0.4729	79.0	361.4904794692993
118	1113.3683	567.40576	1639.3119	279.54376	751.36365	132.2921	575.5344	173.90527	-41.17303	1180000	1.4901161e-09	683.5407	-0.010894691	-176.50177	-0.30061287	0.025829157	0.4203	79.0	364.55200815200806
119	1116.6385	424.143	1642.9825	138.09068	884.0	118.37061	863.8481	176.1422	-78.531	1190000	-5.2154063e-09	311.23383	-0.012391808	-67.44681	-0.30583534	0.026702374	0.4368	79.0	367.6275179386139
120	1335.8743	329.5692	1739.4761	800.1515	974.2	128.76779	819.8024	175.24522	-41.732708	1200000	2.4214386e-09	630.41754	-0.010011317	-162.13266	-0.3117717	0.034275156	0.42810002	79.0	370.6842038631439
121	1223.4253	659.0668	1718.8269	232.62503	771.25	149.95596	446.6843	187.06949	-15.040177	1210000	2.9802323e-09	772.7982	-0.014933787	-121.34712	-0.32291913	0.02012194	0.4471	79.0	373.7485055923462
122	1337.5862	494.4318	1679.7008	7.782885	901.1	145.45454	623.6228	182.39665	31.605495	1220000	-3.7252903e-09	333.0144	-0.012192773	-66.0978	-0.33476838	0.038515363	0.442	79.0	376.814653635025
123	1217.9171	498.55887	1714.3384	301.19678	828.7273	145.67543	645.88416	189.04393	47.825623	1230000	5.9604646e-09	680.52985	-0.009149864	-99.36792	-0.3406618	0.020322401	0.3974	79.0	379.8887851238251
124	1055.8496	375.4973	1579.4229	202.44582	874.1	117.80629	952.6482	177.33533	-60.927082	1240000	-5.5879354e-09	492.32846	-0.025777686	-62.49302	-0.34850895	0.027375579	0.50740004	79.0	382.9689712524414
125	931.8842	467.01627	1612.4331	10.258711	722.0833	116.74225	935.7522	173.90471	-60.315	1250000	-3.7252903e-09	496.5833	-0.014459377	-81.146835	-0.35951313	0.025558924	0.44119996	79.0	386.1184072494507
