Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
73	260.9944	14.441529	304.03043	183.27452	293.67856	60.052956	178.6242	103.94669	-6.232263	730000	1.1175871e-09	336.548	-0.0011187854	-117.433815	0.6277828	0.008156945	0.066999994	79.0	247.1749017238617
74	231.70282	57.819416	278.17706	31.829372	312.88	58.769676	415.16495	114.782936	-1.1114786	740000	7.4505807e-10	632.9863	-0.0007943129	-138.2999	0.6132127	0.0040000053	0.044700004	79.0	249.94357085227966
75	252.3167	28.526249	302.7476	141.48672	311.45456	52.373867	462.29395	119.54119	-13.669712	750000	-7.4505807e-10	317.815	-0.00064689445	-86.41365	0.6085038	0.0058538816	0.0665	79.0	252.960782289505
76	219.8954	76.95721	286.20975	-95.43705	313.86365	50.74069	508.37332	104.271034	-8.029053	760000	5.029142e-09	968.54736	-0.0008232488	-377.7758	0.620371	0.004400742	0.0673	79.0	255.87913608551025
77	235.41656	66.74886	281.6437	10.431875	327.9091	47.3737	564.8715	106.36295	-45.66817	770000	2.2351743e-09	470.28253	-0.0003828276	-176.52995	0.63199896	0.0035076141	0.0669	79.0	258.9753134250641
78	243.75374	80.8062	299.33618	9.07883	245.26471	70.7315	245.05663	120.96304	-15.029116	780000	1.4901161e-09	478.2643	-0.00077335443	-82.9001	0.5924224	0.0039287983	0.0556	79.0	261.56542444229126
79	221.88327	70.907074	295.5255	25.319605	267.09677	56.40014	563.6958	120.26819	-20.495865	790000	1.1175871e-09	717.0636	-0.0010242282	-85.942795	0.6364425	0.0038654753	0.0522	79.0	264.4165482521057
80	234.94585	57.040607	306.1778	11.695916	265.67743	61.628914	429.68024	132.33228	-37.36989	800000	2.9802323e-09	812.03674	-0.0012571987	-175.69704	0.60901845	0.007000549	0.0632	79.0	267.07034373283386
81	261.80255	35.159	300.14954	56.393402	253.5625	65.5578	230.93414	111.608864	-69.23842	810000	1.1175871e-09	461.39462	-0.0011867958	-100.161194	0.5975234	0.004213731	0.033	79.0	269.6889810562134
82	245.91582	54.683147	304.89203	38.784927	307.9655	61.265095	636.27344	132.66158	-31.364328	820000	9.313226e-10	598.2537	-0.0006176471	-127.24933	0.58113086	0.0047017355	0.041500002	79.0	272.6264839172363
83	238.3459	71.82688	285.83243	24.597223	279.36	55.194023	691.7985	124.99078	-16.716633	830000	1.4901161e-09	501.13657	-0.000541083	-176.69644	0.61295545	0.00699855	0.080299996	79.0	275.59237337112427
84	254.91898	41.279263	309.7677	59.8529	270.53845	53.594345	579.7661	133.00572	-43.533096	840000	-7.4505807e-10	589.23193	-0.000820628	-241.23364	0.55067253	0.006833823	0.072500005	79.0	278.2735044956207
85	256.45773	45.40953	317.48712	47.840412	274.77777	59.672695	604.2371	125.21056	-7.4860044	850000	0.0	381.44614	-0.00084023626	-66.94223	0.59389895	0.0032484494	0.031	79.0	281.25447368621826
86	253.13712	49.16457	303.88278	40.33529	237.62857	71.11541	317.77756	133.29126	-17.155884	860000	-3.7252903e-09	453.57593	-0.0007454625	-119.168236	0.59624386	0.003761638	0.0311	79.0	283.82396960258484
87	259.60248	43.51072	307.078	43.089413	247.45161	69.484055	544.95245	125.459496	-20.18136	870000	1.1175871e-09	350.07245	-0.0007783788	-64.2699	0.59194034	0.0071489015	0.0516	79.0	286.494909286499
88	261.8428	41.40319	306.5188	23.878387	244.69698	71.903915	333.27914	129.17685	-16.562136	880000	-1.8626452e-10	464.93262	-0.00057686015	-156.08044	0.5852345	0.0052958094	0.051999997	79.0	289.3109781742096
89	264.99326	33.23665	303.91815	120.12576	267.5484	67.00366	680.5743	140.98184	-18.334614	890000	7.4505807e-10	343.1516	-0.0007192839	-118.732956	0.56391394	0.004060112	0.0366	79.0	292.2479245662689
90	264.97598	25.427753	305.8375	196.84088	252.21428	71.116905	449.81787	148.95023	-10.44752	900000	1.1175871e-09	421.77002	-0.00048209657	-219.84116	0.5992796	0.0032575764	0.039300002	79.0	295.0366656780243
91	274.598	18.0391	308.50095	234.11552	217.61765	76.62284	521.0584	171.79614	-11.890486	910000	7.4505807e-10	241.16084	-0.0013463835	-75.72615	0.6063061	0.011241558	0.102699995	79.0	297.73222374916077
92	263.54004	22.731804	315.6571	190.99432	256.42856	73.507355	579.1792	155.70105	-6.5491657	920000	1.1175871e-09	569.6032	-0.0008318458	-237.87509	0.5548884	0.0073920474	0.0682	79.0	300.7736041545868
93	268.2382	19.086803	305.48615	242.9153	219.3125	68.47615	538.84015	127.24266	-19.081966	930000	-2.9802323e-09	256.8939	-0.0010675599	-51.54775	0.5894493	0.004057296	0.0606	79.0	303.50938081741333
94	271.02783	18.858105	308.75082	168.49307	230.06061	71.28406	514.25635	144.37415	-6.7754836	940000	4.656613e-10	306.5917	-0.0012006698	-72.97172	0.5736977	0.0046128244	0.0673	79.0	306.13395643234253
95	272.32187	16.906887	304.6519	241.08243	223.84375	76.70475	504.90732	155.9806	-2.1279721	950000	-2.6077032e-09	204.84575	-0.0010387927	-63.519264	0.5779846	0.011944389	0.1209	79.0	308.7029826641083
96	264.2724	32.27623	302.967	155.80786	253.64516	73.2178	578.6163	185.96976	-29.614222	960000	1.4901161e-09	541.5656	-0.00072901056	-144.32211	0.5365955	0.003937422	0.0412	79.0	311.5497741699219
97	255.01686	60.53492	310.71597	37.679344	227.0	78.800186	682.3034	137.2241	-29.52518	970000	-1.4901161e-09	452.07138	-0.00092975365	-81.10084	0.56085694	0.0050806953	0.042000003	79.0	314.4831511974335
98	267.4286	25.025806	320.4431	186.81232	224.6129	73.16345	496.12973	158.44586	-31.774694	980000	3.1664968e-09	338.31876	-0.0011126279	-153.24422	0.5611137	0.005054302	0.051699996	79.0	317.33049154281616
99	252.00784	98.09039	310.71994	-159.63922	259.45715	72.50225	676.47986	183.42516	-9.902462	990000	-1.3038516e-09	1375.082	-0.00024730028	-749.9547	0.50936085	0.00572789	0.0621	79.0	320.2308533191681
100	257.05414	48.49796	309.1988	35.423523	234.94286	75.95048	440.45758	134.78389	-46.627705	1000000	-7.4505807e-10	486.36832	-0.0011816503	-164.13995	0.54543877	0.0070977584	0.0561	79.0	322.89982295036316
101	269.4026	37.722946	328.29266	64.34809	230.725	83.24989	257.60788	157.425	-17.216639	1010000	0.0	420.38492	-0.00067050976	-118.47847	0.49635476	0.0029820441	0.031999998	79.0	325.45694375038147
102	275.15622	19.715647	313.39978	234.72357	218.48718	89.83984	223.25586	152.85014	13.5334425	1020000	-7.4505807e-10	135.75134	-0.0012376967	-31.298895	0.52306557	0.0036964093	0.0541	79.0	327.97448682785034
103	266.3902	19.230402	314.75742	195.24	231.78125	79.2935	548.6718	146.88829	2.8358197	1030000	-2.6077032e-09	397.87402	-0.0006262368	-157.33719	0.5377082	0.0030822945	0.039899997	79.0	330.68586468696594
104	266.93103	57.73607	308.91788	22.139385	206.925	83.18153	302.49643	149.18602	-36.92463	1040000	-1.4901161e-09	434.33856	-0.0007734325	-99.67335	0.526464	0.004025447	0.038599998	79.0	333.24646282196045
105	273.39212	34.646233	305.0217	63.75191	203.21053	84.86575	541.37476	153.20538	-33.94233	1050000	0.0	379.85587	-0.0009372661	-122.204834	0.5242692	0.0050868564	0.051199995	79.0	336.04016757011414
106	268.84924	21.238747	315.4185	183.22523	237.75	85.27878	313.5749	154.11957	-7.8274593	1060000	-7.4505807e-10	360.4719	-0.0005459936	-112.33777	0.5041533	0.0035604045	0.0362	79.0	338.6421043872833
107	258.1038	52.46324	303.9886	26.118467	234.51352	86.72789	334.0459	218.7149	-26.376507	1070000	-2.2351743e-09	542.47437	-0.0006326685	-252.22636	0.5403043	0.0026327178	0.0324	79.0	341.4717581272125
108	268.3287	39.711273	313.30518	64.29317	212.78572	83.80246	328.42865	157.44133	-0.61523163	1080000	9.313226e-10	364.42026	-0.0013649432	-179.40585	0.52424526	0.005896526	0.062800005	79.0	344.1026248931885
109	269.9766	36.659954	311.53052	47.099907	213.64102	89.18296	339.70038	134.43944	-71.722	1090000	3.5390257e-09	298.40683	-0.00091315585	-113.567566	0.52157134	0.0039289137	0.059900004	79.0	346.8512952327728
110	267.55542	44.373642	311.18002	55.124798	203.275	91.48543	198.52045	157.75652	-0.19672668	1100000	-1.1175871e-09	326.78302	-0.0015151432	-117.208786	0.5150339	0.0048421966	0.0582	79.0	349.32265281677246
111	264.99435	33.626766	318.6366	59.083195	217.36111	82.20868	539.0608	154.34557	-5.0134425	1110000	1.4901161e-09	430.98032	-0.00051976636	-162.38948	0.5505682	0.002123322	0.0257	79.0	352.0430357456207
112	268.41174	56.655853	307.24063	62.76376	200.1628	91.201	179.70439	136.61224	-1.694572	1120000	-3.7252904e-10	198.97974	-0.0011896383	-61.573906	0.5068496	0.0032632216	0.0435	79.0	354.48278760910034
113	268.51483	52.552765	315.8558	44.64694	200.97144	81.352715	477.63504	180.22775	-141.8731	1130000	2.2351743e-09	342.19507	-0.0012611569	-110.71039	0.5103014	0.005844278	0.050800003	79.0	357.0154118537903
114	278.799	19.528852	322.13046	244.53561	206.93024	93.66201	143.82341	155.0703	4.0901976	1140000	-4.0978194e-09	125.383385	-0.002052332	-57.582085	0.5071128	0.0032373029	0.050199997	79.0	359.44433212280273
115	265.82956	30.482145	304.6425	161.89175	254.36363	82.300316	817.1793	142.12129	-4.7459273	1150000	0.0	707.0758	-0.0003617065	-465.04517	0.5091454	0.0069937063	0.0776	79.0	362.2775921821594
116	273.16132	15.453408	320.82782	210.11093	201.02272	91.00164	283.60327	169.74626	-22.20398	1160000	4.4703485e-09	167.85938	-0.0029113619	-58.13487	0.47471103	0.0035320476	0.0446	79.0	364.8011212348938
117	277.57468	20.59172	312.49854	241.31625	195.59575	99.14423	98.96199	155.06174	14.743785	1170000	2.9802323e-09	72.54138	-0.0025268618	-18.72053	0.48739117	0.005310634	0.055	79.0	367.22237277030945
118	266.41888	38.327713	310.98282	49.305107	215.6842	89.89273	624.4704	159.0161	3.263608	1180000	2.9802323e-09	568.60846	-0.00036857757	-338.1661	0.48875967	0.0052152094	0.061	79.0	369.9442608356476
119	268.0521	52.538464	317.0397	32.37818	210.02325	91.94105	450.3174	169.87299	-43.912327	1190000	1.4901161e-09	388.36182	-0.0008718165	-117.18146	0.47047797	0.0029289979	0.040400002	79.0	372.4538688659668
120	269.08994	62.098507	327.4944	-7.2836723	193.64102	85.15617	649.114	141.15056	-158.85066	1200000	-1.4901161e-09	304.74365	-0.001794083	-74.15153	0.4984305	0.0057582348	0.063099995	79.0	375.17084288597107
121	273.3426	33.16241	314.71286	58.06806	197.97826	96.47547	205.1588	153.03894	-50.781094	1210000	-2.9802323e-09	218.69649	-0.001242505	-99.57725	0.4676705	0.003399746	0.0316	79.0	377.6144473552704
122	281.46634	23.860638	328.32892	239.61707	194.04347	100.24114	175.50511	160.77615	24.977072	1220000	-1.1175871e-09	164.71188	-0.0010823595	-77.12059	0.46034527	0.0050929496	0.0447	79.0	380.068391084671
123	278.42575	10.648988	307.37708	242.20589	193.21622	87.10771	720.84894	154.17928	-27.952702	1230000	7.4505807e-10	191.28366	-0.0005301007	-62.721607	0.47422662	0.004881305	0.0463	79.0	382.730587720871
